                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   16, n   16, alignment  1/ 1:	10.8846	7.40415	7.35891	6.0209	11.4558
Length   16, n   16, alignment  1/ 1:	11.3188	7.54887	7.55637	6.1677	11.7871
Length   16, n   16, alignment  1/ 2:	11.0938	7.75086	7.58374	6.16767	11.7336
Length   16, n   16, alignment  2/ 1:	11.5451	10.1891	7.53827	6.1956	11.7963
Length    2, n    4, alignment  7/ 2:	14.5313	11.1011	11.674	10.9445	13.9771
Length    4, n    2, alignment  2/ 7:	10.8425	7.52526	8.16315	6.76982	11.4386
Length    2, n    4, alignment  7/ 2:	13.5896	10.965	11.5376	10.7038	13.5795
Length    4, n    2, alignment  2/ 7:	10.9826	7.55593	8.22364	6.86684	11.3946
Length   16, n   16, alignment  2/ 2:	11.2112	7.53835	7.53843	6.18006	11.7853
Length   16, n   16, alignment  2/ 2:	11.1998	7.56	7.55545	6.17364	11.9927
Length   16, n   16, alignment  2/ 4:	11.4743	7.53828	7.65151	6.21415	11.911
Length   16, n   16, alignment  4/ 2:	11.2712	7.76545	7.6132	6.20311	11.8307
Length    4, n    8, alignment  6/ 4:	14.181	11.9797	11.9626	10.9718	14.8034
Length    8, n    4, alignment  4/ 6:	11.3724	7.53843	8.22849	6.85304	11.7985
Length    4, n    8, alignment  6/ 4:	14.3603	12.1438	11.9721	10.9983	14.9786
Length    8, n    4, alignment  4/ 6:	11.1993	7.54399	8.22356	6.8531	11.7583
Length   16, n   16, alignment  3/ 3:	11.1986	7.55774	7.74406	6.23276	11.6574
Length   16, n   16, alignment  3/ 3:	11.2915	7.7487	7.62135	6.16763	11.931
Length   16, n   16, alignment  3/ 6:	11.4438	7.63095	7.70652	6.17437	11.9415
Length   16, n   16, alignment  6/ 3:	11.4856	7.72673	7.72666	6.20017	11.7427
Length    8, n   16, alignment  5/ 6:	14.2293	11.1125	10.2838	10.9648	14.541
Length   16, n    8, alignment  6/ 5:	11.2746	8.37806	7.72701	6.21764	11.8715
Length    8, n   16, alignment  5/ 6:	14.1729	11.2389	10.1846	10.9649	14.6077
Length   16, n    8, alignment  6/ 5:	11.3075	8.42304	7.53836	6.17428	11.8941
Length   16, n   16, alignment  4/ 4:	11.1842	7.74448	7.72684	6.18424	11.8045
Length   16, n   16, alignment  4/ 4:	11.3902	7.74381	7.56125	6.2563	11.808
Length   16, n   16, alignment  4/ 0:	11.2105	7.72654	7.73195	6.3218	11.821
Length   16, n   16, alignment  0/ 4:	11.319	7.65154	7.68127	6.26949	11.6647
Length   16, n   32, alignment  4/ 0:	14.3454	10.7846	10.5069	10.9697	15.0583
Length   32, n   16, alignment  0/ 4:	11.2152	7.02447	7.04643	6.32193	11.9838
Length   16, n   32, alignment  4/ 0:	14.3189	10.5499	10.7429	10.9886	14.8735
Length   32, n   16, alignment  0/ 4:	10.9947	6.99089	7.0476	6.25745	11.7418
Length   16, n   16, alignment  5/ 5:	11.3626	7.69146	7.54313	6.16765	11.8144
Length   16, n   16, alignment  5/ 5:	11.2189	7.64926	7.68695	6.17757	11.7209
Length   16, n   16, alignment  5/ 2:	11.33	7.62436	7.59796	6.27059	11.6741
Length   16, n   16, alignment  2/ 5:	11.3077	7.74409	7.73289	6.32184	11.7374
Length   32, n   64, alignment  3/ 2:	19.4532	10.9907	10.2845	12.5266	19.6865
Length   64, n   32, alignment  2/ 3:	10.4935	7.7434	7.72692	7.6488	10.691
Length   32, n   64, alignment  3/ 2:	18.9188	10.4484	10.3582	12.7146	18.0419
Length   64, n   32, alignment  2/ 3:	10.5642	7.72689	7.71759	7.46	10.5335
Length   16, n   16, alignment  6/ 6:	11.2737	7.72685	7.74909	6.3219	11.9482
Length   16, n   16, alignment  6/ 6:	11.3346	7.6454	7.53831	6.16759	11.684
Length   16, n   16, alignment  6/ 4:	11.3038	7.73193	7.71685	6.16769	11.7473
Length   16, n   16, alignment  4/ 6:	11.2309	7.77152	7.67745	6.16768	11.7556
Length   64, n  128, alignment  2/ 4:	16.4132	14.114	13.8205	16.055	17.017
Length  128, n   64, alignment  4/ 2:	13.0306	9.13754	10.4703	11.7125	12.9159
Length   64, n  128, alignment  2/ 4:	16.6549	14.0103	13.6471	15.8028	16.9432
Length  128, n   64, alignment  4/ 2:	12.6711	9.13666	10.5509	11.8834	12.8127
Length   16, n   16, alignment  7/ 7:	11.3365	7.74417	7.73231	6.27433	11.6986
Length   16, n   16, alignment  7/ 7:	11.2095	7.71122	7.73197	6.32372	11.6717
Length   16, n   16, alignment  7/ 6:	11.4735	7.55377	7.53824	9.22836	11.8171
Length   16, n   16, alignment  6/ 7:	11.2856	7.80893	7.62199	6.16762	11.9336
Length  128, n  256, alignment  1/ 6:	21.3615	17.6035	17.459	24.5243	21.5592
Length  256, n  128, alignment  6/ 1:	15.883	13.5799	13.2491	19.7175	15.9934
Length  128, n  256, alignment  1/ 6:	21.7346	17.9209	17.4499	25.3679	21.6332
Length  256, n  128, alignment  6/ 1:	15.9592	13.537	13.2247	19.7729	15.8783
Length    8, n   16, alignment  0/ 0:	14.411	11.2564	10.4016	11.224	14.5446
Length   32, n   16, alignment  0/ 0:	11.2622	6.9205	7.04172	6.32186	11.6997
Length    8, n   16, alignment  7/ 2:	14.1065	11.554	11.4578	10.9646	15.2834
Length   32, n   16, alignment  7/ 2:	11.646	7.60602	7.63832	6.16768	11.8094
Length   16, n   32, alignment  0/ 0:	14.209	9.83268	9.90343	11.039	14.633
Length   64, n   32, alignment  0/ 0:	10.5336	7.73203	7.69499	6.16793	10.7205
Length   16, n   32, alignment  6/ 4:	14.3209	10.7807	10.5327	10.972	14.9106
Length   64, n   32, alignment  6/ 4:	10.5114	7.68009	7.54331	6.37828	10.6377
Length   32, n   64, alignment  0/ 0:	16.1023	10.36	10.5533	12.2478	15.4879
Length  128, n   64, alignment  0/ 0:	11.9132	8.45149	8.48214	9.25568	12.6475
Length   32, n   64, alignment  5/ 6:	17.4697	11.6621	11.6304	13.2819	17.711
Length  128, n   64, alignment  5/ 6:	13.2316	10.522	10.2794	12.5848	12.6852
Length   64, n  128, alignment  0/ 0:	16.0631	12.6892	13.3468	14.9583	16.6079
Length  256, n  128, alignment  0/ 0:	14.8854	10.3427	10.5365	14.146	15.6904
Length   64, n  128, alignment  4/ 0:	16.1958	13.6273	13.4359	16.3513	16.456
Length  256, n  128, alignment  4/ 0:	15.4156	13.3125	12.212	18.7196	15.7044
Length  128, n  256, alignment  0/ 0:	19.2106	16.0754	15.5458	23.3312	18.7829
Length  512, n  256, alignment  0/ 0:	19.1894	15.6318	14.9645	18.908	18.8223
Length  128, n  256, alignment  3/ 2:	22.7389	17.1491	16.9076	23.8531	22.0274
Length  512, n  256, alignment  3/ 2:	27.5402	20.9224	20.6953	23.3918	27.3645
Length  256, n  512, alignment  0/ 0:	30.9955	24.9253	24.0441	29.2108	31.5919
Length 1024, n  512, alignment  0/ 0:	31.511	20.1934	20.0764	29.9414	32.4048
Length  256, n  512, alignment  2/ 4:	35.6699	28.041	26.8232	30.4077	35.0352
Length 1024, n  512, alignment  2/ 4:	32.9595	26.3182	27.3077	34.0538	33.7952
Length  512, n 1024, alignment  0/ 0:	46.0052	31.1737	28.4914	44.786	45.1298
Length 2048, n 1024, alignment  0/ 0:	50.9322	28.5894	30.4603	52.032	50.7888
Length  512, n 1024, alignment  1/ 6:	56.0605	32.8496	30.7144	45.3356	55.631
Length 2048, n 1024, alignment  1/ 6:	53.4691	40.2803	37.3137	56.767	57.9155
