                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   16, n   16, alignment  1/ 1:	23.58	7.19336	7.31896	5.88086	23.8529
Length   16, n   16, alignment  1/ 1:	23.2764	7.31041	7.1877	5.93909	23.2659
Length   16, n   16, alignment  1/ 2:	24.0661	7.6199	7.24956	6.1515	23.2026
Length   16, n   16, alignment  2/ 1:	23.4954	7.79106	7.60067	6.00418	23.1622
Length    2, n    4, alignment  7/ 2:	21.9325	10.4547	11.47	10.6066	22.2089
Length    4, n    2, alignment  2/ 7:	20.3384	7.6034	7.94946	6.76451	20.8072
Length    2, n    4, alignment  7/ 2:	22.3589	10.7464	11.3726	10.7606	22.416
Length    4, n    2, alignment  2/ 7:	20.6168	7.30986	7.91771	6.69608	20.901
Length   16, n   16, alignment  2/ 2:	23.3249	7.23858	7.23597	5.97808	23.8484
Length   16, n   16, alignment  2/ 2:	23.3373	7.27293	7.21099	6.00794	23.5294
Length   16, n   16, alignment  2/ 4:	23.2479	7.23325	7.18772	5.91601	23.5475
Length   16, n   16, alignment  4/ 2:	23.3668	7.2194	7.18767	5.99916	23.8396
Length    4, n    8, alignment  6/ 4:	28.4492	24.5742	24.893	10.5308	29.6943
Length    8, n    4, alignment  4/ 6:	25.5853	7.22958	7.84113	6.53656	25.6714
Length    4, n    8, alignment  6/ 4:	28.0042	24.3724	24.7808	10.5951	29.6496
Length    8, n    4, alignment  4/ 6:	25.3853	7.33849	7.84114	6.53439	25.5091
Length   16, n   16, alignment  3/ 3:	23.3263	7.23314	7.33048	5.88076	23.4309
Length   16, n   16, alignment  3/ 3:	23.1786	7.23647	7.33453	5.98418	23.3268
Length   16, n   16, alignment  3/ 6:	23.1144	7.23989	7.18768	5.93236	23.9043
Length   16, n   16, alignment  6/ 3:	24.5356	7.18766	7.24603	5.88085	24.0357
Length    8, n   16, alignment  5/ 6:	28.8203	24.1508	25.0755	10.5003	28.7685
Length   16, n    8, alignment  6/ 5:	23.0062	7.88708	7.18775	5.93877	23.3105
Length    8, n   16, alignment  5/ 6:	29.3367	24.0776	25.1456	10.5068	29.0949
Length   16, n    8, alignment  6/ 5:	23.1521	7.9145	7.18777	5.88081	23.1997
Length   16, n   16, alignment  4/ 4:	23.2013	7.37835	7.18769	5.88093	23.3031
Length   16, n   16, alignment  4/ 4:	23.5092	7.51398	7.30003	6.15516	23.35
Length   16, n   16, alignment  4/ 0:	23.2889	7.18767	7.18772	6.13582	23.5768
Length   16, n   16, alignment  0/ 4:	23.2115	7.18764	7.19379	5.9477	23.2766
Length   16, n   32, alignment  4/ 0:	25.2567	22.6018	23.1092	10.561	28.2655
Length   32, n   16, alignment  0/ 4:	23.1766	6.53919	6.61676	5.95986	23.3245
Length   16, n   32, alignment  4/ 0:	25.2897	22.6116	23.1459	10.5	28.9176
Length   32, n   16, alignment  0/ 4:	23.2465	6.5395	6.53442	5.88078	23.3319
Length   16, n   16, alignment  5/ 5:	23.3043	7.23161	7.18763	5.88082	23.2306
Length   16, n   16, alignment  5/ 5:	23.1539	7.26314	7.18775	5.98679	23.3109
Length   16, n   16, alignment  5/ 2:	23.2479	7.18763	7.18769	6.0421	23.3627
Length   16, n   16, alignment  2/ 5:	23.2583	7.18764	7.19282	6.0276	23.4183
Length   32, n   64, alignment  3/ 2:	30.6336	11.0292	10.373	19.6802	30.5515
Length   64, n   32, alignment  2/ 3:	23.2477	7.18773	7.18789	7.17887	23.2124
Length   32, n   64, alignment  3/ 2:	29.858	10.8833	10.8196	19.4609	29.5878
Length   64, n   32, alignment  2/ 3:	23.3985	7.18771	7.18764	7.23358	23.751
Length   16, n   16, alignment  6/ 6:	23.7035	7.18773	7.28531	5.94772	23.6234
Length   16, n   16, alignment  6/ 6:	23.368	7.18773	7.41262	5.93447	23.3735
Length   16, n   16, alignment  6/ 4:	23.2001	7.23864	7.23698	5.94659	23.726
Length   16, n   16, alignment  4/ 6:	23.4018	7.31752	7.18763	5.94662	23.6136
Length   64, n  128, alignment  2/ 4:	26.748	21.0077	21.9467	21.0484	23.187
Length  128, n   64, alignment  4/ 2:	12.2969	8.73419	10.2683	12.3362	12.923
Length   64, n  128, alignment  2/ 4:	28.2474	21.9439	22.1121	21.2671	26.6402
Length  128, n   64, alignment  4/ 2:	13.0033	8.74734	10.2854	12.3765	12.6185
Length   16, n   16, alignment  7/ 7:	24.5686	7.53847	7.54375	6.06627	23.7943
Length   16, n   16, alignment  7/ 7:	23.5538	7.18764	7.23523	5.97651	23.5047
Length   16, n   16, alignment  7/ 6:	23.348	7.23579	7.23623	5.88079	23.3266
Length   16, n   16, alignment  6/ 7:	23.3545	7.24704	7.32726	5.94738	23.4446
Length  128, n  256, alignment  1/ 6:	29.8018	20.4227	21.1565	26.5394	29.4829
Length  256, n  128, alignment  6/ 1:	15.5763	14.694	14.8478	20.4425	16.4173
Length  128, n  256, alignment  1/ 6:	31.7807	20.9511	21.5845	27.1405	29.6226
Length  256, n  128, alignment  6/ 1:	15.3889	14.9075	14.9879	20.4331	16.3313
Length    8, n   16, alignment  0/ 0:	30.8608	24.7199	25.6744	10.7211	28.5879
Length   32, n   16, alignment  0/ 0:	23.8437	6.69001	6.72734	6.06411	23.669
Length    8, n   16, alignment  7/ 2:	29.4404	24.692	25.6348	10.7037	30.6193
Length   32, n   16, alignment  7/ 2:	23.8878	7.35882	7.35892	6.08092	23.7392
Length   16, n   32, alignment  0/ 0:	27.3917	23.0702	23.6724	10.7265	29.0366
Length   64, n   32, alignment  0/ 0:	23.7837	7.36459	7.38152	6.04424	23.6099
Length   16, n   32, alignment  6/ 4:	29.6199	23.1046	23.7246	10.7037	29.8664
Length   64, n   32, alignment  6/ 4:	23.3948	7.18771	7.19285	6.39623	23.1123
Length   32, n   64, alignment  0/ 0:	24.3682	10.734	10.6629	18.4926	23.2776
Length  128, n   64, alignment  0/ 0:	12.149	7.84113	7.86194	9.77473	12.5688
Length   32, n   64, alignment  5/ 6:	30.8503	12.2667	12.3579	19.8364	29.0778
Length  128, n   64, alignment  5/ 6:	11.998	10.2105	10.096	13.4243	12.5931
Length   64, n  128, alignment  0/ 0:	24.2179	20.8061	21.1055	21.2235	23.3451
Length  256, n  128, alignment  0/ 0:	14.363	11.2837	11.1317	14.7721	15.5217
Length   64, n  128, alignment  4/ 0:	24.6433	22.5339	22.7418	20.3238	22.8219
Length  256, n  128, alignment  4/ 0:	14.7846	14.7881	14.5289	19.4401	15.6171
Length  128, n  256, alignment  0/ 0:	28.7214	22.5057	23.2534	25.7246	25.8706
Length  512, n  256, alignment  0/ 0:	18.4414	17.1852	16.46	20.3132	18.1238
Length  128, n  256, alignment  3/ 2:	31.4123	22.5118	23.1442	26.4418	30.4666
Length  512, n  256, alignment  3/ 2:	23.8216	22.2957	22.8659	24.2562	25.0692
Length  256, n  512, alignment  0/ 0:	38.5712	26.6918	25.7205	34.9777	37.6402
Length 1024, n  512, alignment  0/ 0:	29.9308	21.309	21.2817	30.7644	31.2277
Length  256, n  512, alignment  2/ 4:	42.9902	29.3296	28.5909	34.9199	42.0812
Length 1024, n  512, alignment  2/ 4:	31.3883	26.5933	28.5851	36.4883	32.9173
Length  512, n 1024, alignment  0/ 0:	51.5062	35.039	32.895	50.2258	50.9335
Length 2048, n 1024, alignment  0/ 0:	48.938	29.3042	32.1509	56.4545	55.2537
Length  512, n 1024, alignment  1/ 6:	62.0694	37.2515	34.5206	51.5225	61.9877
Length 2048, n 1024, alignment  1/ 6:	50.8864	41.0284	38.5824	60.7971	53.0628
