                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   16, n   16, alignment  1/ 1:	10.766	7.37993	7.3589	6.02088	11.5871
Length   16, n   16, alignment  1/ 1:	11.1152	7.53839	7.53836	6.2257	11.5841
Length   16, n   16, alignment  1/ 2:	11.3584	7.53831	7.53831	6.19742	11.7942
Length   16, n   16, alignment  2/ 1:	11.3069	7.56295	7.53825	6.25019	11.8384
Length    2, n    4, alignment  7/ 2:	13.7108	11.017	11.6567	10.9171	13.896
Length    4, n    2, alignment  2/ 7:	10.8034	7.53834	8.22372	6.81353	11.1164
Length    2, n    4, alignment  7/ 2:	14.0171	10.9927	11.6038	10.7191	13.5755
Length    4, n    2, alignment  2/ 7:	10.6033	8.01881	8.22557	6.70299	11.2545
Length   16, n   16, alignment  2/ 2:	11.2469	7.53837	7.53832	6.179	11.7143
Length   16, n   16, alignment  2/ 2:	11.2082	7.57611	7.53831	6.17366	11.7906
Length   16, n   16, alignment  2/ 4:	11.0918	7.59765	7.74416	6.21528	11.6683
Length   16, n   16, alignment  4/ 2:	11.2399	7.53824	7.60989	6.26701	11.9846
Length    4, n    8, alignment  6/ 4:	14.2952	11.8683	11.9595	10.9704	15.1243
Length    8, n    4, alignment  4/ 6:	11.0438	7.58751	8.22933	6.89257	11.8613
Length    4, n    8, alignment  6/ 4:	14.4383	11.8565	11.9593	10.919	14.7307
Length    8, n    4, alignment  4/ 6:	11.1411	7.58496	8.22868	6.86044	11.8818
Length   16, n   16, alignment  3/ 3:	11.1103	7.54344	7.5383	6.16766	11.8761
Length   16, n   16, alignment  3/ 3:	11.1809	7.56231	7.53827	6.16766	11.6704
Length   16, n   16, alignment  3/ 6:	11.3987	7.67562	7.55579	6.32194	11.9989
Length   16, n   16, alignment  6/ 3:	11.4016	7.54374	7.53828	6.16764	11.6643
Length    8, n   16, alignment  5/ 6:	14.1457	10.965	10.1773	10.9648	14.5972
Length   16, n    8, alignment  6/ 5:	11.2642	8.22843	7.68884	6.16781	11.7743
Length    8, n   16, alignment  5/ 6:	14.1408	10.9648	10.1817	10.9647	14.643
Length   16, n    8, alignment  6/ 5:	11.3622	8.2291	7.53836	6.16779	11.7214
Length   16, n   16, alignment  4/ 4:	11.0539	7.59315	7.53825	6.16782	11.7762
Length   16, n   16, alignment  4/ 4:	11.2782	7.54707	7.53832	6.17242	11.827
Length   16, n   16, alignment  4/ 0:	11.0836	7.73152	7.58109	6.18527	11.8248
Length   16, n   16, alignment  0/ 4:	11.1705	7.55158	7.72663	6.25679	11.7286
Length   16, n   32, alignment  4/ 0:	14.1418	10.6388	10.5411	10.9648	14.8077
Length   32, n   16, alignment  0/ 4:	11.3807	7.02438	6.89689	6.17245	11.9154
Length   16, n   32, alignment  4/ 0:	14.3534	10.7666	10.5589	10.9648	14.8295
Length   32, n   16, alignment  0/ 4:	11.2526	6.87058	6.85339	6.16765	11.758
Length   16, n   16, alignment  5/ 5:	14.6367	7.53835	7.53831	6.1936	11.729
Length   16, n   16, alignment  5/ 5:	11.2747	7.55666	7.72673	6.3426	11.7201
Length   16, n   16, alignment  5/ 2:	11.092	7.5383	7.54303	6.16767	11.7264
Length   16, n   16, alignment  2/ 5:	11.3476	7.64211	7.59426	6.1676	11.6525
Length   32, n   64, alignment  3/ 2:	18.8013	9.72941	10.2809	12.5381	18.71
Length   64, n   32, alignment  2/ 3:	10.2376	7.69427	7.64487	7.457	10.4412
Length   32, n   64, alignment  3/ 2:	19.0546	9.7911	10.3396	12.6891	19.0357
Length   64, n   32, alignment  2/ 3:	10.4985	7.72673	7.6235	7.46406	10.4489
Length   16, n   16, alignment  6/ 6:	11.191	7.74422	7.7269	6.28256	11.7269
Length   16, n   16, alignment  6/ 6:	11.1721	7.74402	7.72674	6.24778	11.7038
Length   16, n   16, alignment  6/ 4:	11.1801	7.62128	7.74978	6.19484	11.651
Length   16, n   16, alignment  4/ 6:	11.2567	7.74868	7.72419	6.16766	11.7655
Length   64, n  128, alignment  2/ 4:	16.5045	14.1455	13.5819	15.7325	16.8957
Length  128, n   64, alignment  4/ 2:	13.8406	9.13158	10.3587	11.599	12.8257
Length   64, n  128, alignment  2/ 4:	16.3759	14.1965	13.7996	15.7262	16.7121
Length  128, n   64, alignment  4/ 2:	14.076	9.06909	10.2842	11.581	12.5764
Length   16, n   16, alignment  7/ 7:	11.3436	7.74422	7.7267	6.31245	11.7349
