                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   16, n   16, alignment  1/ 1:	23.5442	8.39088	7.61437	6.57242	23.4666
Length   16, n   16, alignment  1/ 1:	22.8074	7.15907	7.11676	6.59453	27.4017
Length   16, n   16, alignment  1/ 2:	22.8592	7.02433	7.1304	6.70395	23.6669
Length   16, n   16, alignment  2/ 1:	23.4364	7.11687	7.32441	6.66055	23.4117
Length    2, n    4, alignment  7/ 2:	21.453	10.5033	11.9971	11.3354	21.8198
Length    4, n    2, alignment  2/ 7:	20.5672	7.18813	7.90177	6.73946	20.6763
Length    2, n    4, alignment  7/ 2:	22.1056	10.5981	11.2042	11.2901	22.1491
Length    4, n    2, alignment  2/ 7:	20.2324	7.19303	7.9667	6.68993	20.4661
Length   16, n   16, alignment  2/ 2:	23.1031	7.16644	7.09698	6.68125	23.2321
Length   16, n   16, alignment  2/ 2:	22.8035	7.02872	7.06498	6.53421	23.3482
Length   16, n   16, alignment  2/ 4:	22.8546	7.02913	7.13311	6.59998	23.585
Length   16, n   16, alignment  4/ 2:	22.9676	7.18764	7.18763	6.57345	23.4297
Length    4, n    8, alignment  6/ 4:	29.47	23.7421	23.6829	10.619	25.1275
Length    8, n    4, alignment  4/ 6:	24.9272	7.02435	7.78837	6.53428	25.4302
Length    4, n    8, alignment  6/ 4:	26.3839	23.9273	23.7282	10.6146	25.0293
Length    8, n    4, alignment  4/ 6:	25.2829	7.06279	7.84112	6.59387	25.6422
Length   16, n   16, alignment  3/ 3:	22.6296	7.14517	7.19211	6.72228	23.1359
Length   16, n   16, alignment  3/ 3:	23.0044	7.08716	7.17804	6.55472	23.596
Length   16, n   16, alignment  3/ 6:	22.8583	7.07688	7.18764	6.63003	23.3971
Length   16, n   16, alignment  6/ 3:	22.9569	7.16752	7.18764	6.61687	23.3433
Length    8, n   16, alignment  5/ 6:	25.8547	23.7368	24.0203	10.702	25.1785
Length   16, n    8, alignment  6/ 5:	22.8091	7.77976	8.49458	6.53866	23.1038
Length    8, n   16, alignment  5/ 6:	25.9479	23.5543	24.0252	10.6563	25.4342
Length   16, n    8, alignment  6/ 5:	22.8892	7.71116	8.49903	6.53429	23.3734
Length   16, n   16, alignment  4/ 4:	22.9159	7.08223	7.18764	6.59869	23.4488
Length   16, n   16, alignment  4/ 4:	22.9803	7.02855	7.02429	6.74209	23.4028
Length   16, n   16, alignment  4/ 0:	23.0184	7.19208	7.18763	6.70136	23.5539
Length   16, n   16, alignment  0/ 4:	22.7682	7.02433	7.17369	6.73064	23.551
Length   16, n   32, alignment  4/ 0:	29.1041	21.9772	22.0227	10.6195	28.588
Length   32, n   16, alignment  0/ 4:	22.7479	6.38576	6.55202	6.71426	23.3521
Length   16, n   32, alignment  4/ 0:	28.6539	21.97	22.1755	10.7556	28.1443
Length   32, n   16, alignment  0/ 4:	22.6057	6.39043	6.54988	6.65013	23.3875
Length   16, n   16, alignment  5/ 5:	22.8654	7.02866	7.14305	6.78529	23.2918
Length   16, n   16, alignment  5/ 5:	22.9735	7.10686	7.18763	6.65775	23.6504
Length   16, n   16, alignment  5/ 2:	22.9032	7.0733	7.18764	6.60454	23.6841
Length   16, n   16, alignment  2/ 5:	23.0207	7.04271	7.19214	6.53419	23.6035
Length   32, n   64, alignment  3/ 2:	29.9872	10.8317	10.4357	19.5833	27.0883
Length   64, n   32, alignment  2/ 3:	23.0957	7.18792	7.18791	7.18316	23.5771
Length   32, n   64, alignment  3/ 2:	30.0182	10.8519	10.6828	19.6021	26.992
